TI Application Number,SRP Registration Number (Transferred to TI),Program,Premise Last Name,Premise Company,Premise Installation Address (Commercial Only),Premise City,Premise                         Zip,County                      Code,PTO Date (Interconnection Date), Calculated Total System Size ,Customer Type,Interconnection,Third Party Ownership,Project Type,Subsection,EDC Program,Contractor Company,Electric Utility Name,Status,Acceptance Date,Registration Received Date,Completion           Date
NJSTRE1547119962,,Transition Incentive Program,Rosenberg,"The Palace Rehabilitation and Care Center, LLC",315 W Mill Road,Maple Shade,8052,13,,435.6,Commercial,Behind the Meter,No,Net-metered non-residential ground mount,,None,"Paradise Energy Solutions, LLC",PSE&G,Accepted,9/6/2021,15/06/2021,15/12/2022
NJSTRE1546646499,,Transition Incentive Program,Williams,PUBLIC STORAGE,124 1st Street,Jersey City,7302,8,,435.96,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,1st Light Energy Inc,PSE&G,Accepted,11/2/2021,15/02/2021,15/08/2022
NJSTRE1546857428,,Transition Incentive Program,Coleman,"Manheim Remarketing, Inc.",730 Route 68 Shop,Mansfield TWP BUR,8022,13,,437.88,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Velo Solar,PSE&G,Accepted,8/4/2021,12/4/2021,12/10/2022
NJSTRE1545184425,NJSRRE1544147976,Transition Incentive Program,Freundlich,Laurel Brook Operator LLC,3718 Church Rd,Laurel Brook,8054,13,,437.97,Commercial,Behind the meter,Yes,Net-metered non-residential rooftop and canopy,,None,Arosa Solar Energy Systems Inc,PSE&G,Accepted,8/1/2020,13/01/2020,30/04/2022
NJSTRE1546564076,,Transition Incentive Program,Richardson,Jackson TWP Board of Education:  Lucy N Holman Elementary School,,Jackson Township,8527,18,,438.5,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Advanced Solar Products, Inc.",JCP&L,Accepted,29/01/2021,10/2/2021,10/8/2022
NJSTRE1545076577,NJSRRE1543478231,Transition Incentive Program,D'Arcy,"The Home Depot, Inc.",450 HACKENSACK AVE,HACKENSACK,7601,7,,440.82,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Distributed Solar Operations, LLC",PSE&G,Accepted,6/12/2019,18/12/2019,30/04/2022
NJSTRE1546936198,,Transition Incentive Program,DArcy,"The Home Depot USA, Inc.",320 Bridgetown Pike,Mantua Township,8051,15,,443.7,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Distributed Solar Operations, LLC",AC Electric,Accepted,30/04/2021,5/5/2021,5/11/2022
NJSTRE1546411718,,Transition Incentive Program,Gonnella,Kenilworth Board of Education,,Kenilworth,7033,10,,446,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"HESP Construction, LLC",PSE&G,Accepted,23/12/2020,29/12/2020,29/06/2022
NJSTRE1546929690,,Transition Incentive Program,Clair,YESHIVA OF NORTH JERSEY,666 Kinderkamack Rd,River Edge Boro,7664,,,446.16,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Geoscape Solar,PSE&G,Accepted,29/04/2021,4/5/2021,4/11/2022
NJSTRE1547144665,,Transition Incentive Program,Doyle,Bellmawr Public Schools- Bell Aks Elementary School,,Bellmawr,8031,14,,449.19,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"HESP Construction, LLC",PSE&G,Accepted,15/06/2021,17/06/2021,17/12/2022
NJSTRE1547081456,,Transition Incentive Program,Zev Spira,PHARMSCRIPT,150 Pierce St,Franklin Twp,8873,5,,450.18,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Powerlutions,PSE&G,Accepted,28/05/2021,1/6/2021,1/12/2022
NJSTRE1546548478,,Transition Incentive Program,Zabarkus,Solar 10- 12 Commerce LLC,10- 12 Commerce Drive,Cranford Twp,7016,10,,456,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Green Power Developers LLC,PSE&G,Accepted,26/01/2021,27/01/2021,27/07/2022
NJSTRE1546561614,,Transition Incentive Program,Waidelich Jr,Albertson Inc #890,11 Court House South DE #07890,Cape May Court House,8210,21,,456.72,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Tesla Energy Operations, Inc.",AC Electric,Accepted,29/01/2021,3/2/2021,3/8/2022
NJSTRE1547085461,,Transition Incentive Program,Grieco,Clutter Inc,1065 Cranbury South River Rd,South Brunswick,8831,11,,456.84,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Bright Power Inc,PSE&G,Accepted,10/6/2021,11/6/2021,11/12/2022
NJSTRE1545017613,NJSRRE1540232675,Transition Incentive Program,Hanson,Delaware River Port Authority,,Bridgeport,8014,15,,458.5,Government Facility,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"SunPower Corporation, Systems",AC Electric,Accepted,14/01/2019,15/01/2019,30/04/2022
NJSTRE1546516783,,Transition Incentive Program,Grossman,Achim Importing Co. Inc.,1600 Livingston Ave,North Brunswick Twp,8902,11,,460.8,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Green Power Developers LLC,PSE&G,Accepted,19/01/2021,21/01/2021,21/07/2022
NJSTRE1546255622,,Transition Incentive Program,Guiliana,,,East Brunswick,8816,11,,461.69,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Advanced Solar Products, Inc.",PSE&G,Accepted,25/11/2020,1/12/2020,1/6/2022
NJSTRE1545388418,NJSRRE1544767356,Transition Incentive Program,Donato,Donato Hi-Tech Holdings IV Inc,23 Christopher Way,Eatontown,7724,17,,464.1,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"InFEWsion, LLC",JCP&L,Accepted,30/03/2020,31/03/2020,30/04/2022
NJSTRE1545381986,NJSRRE1540292365,Transition Incentive Program,Kesling,Wawa Inc,1814 Salem Rd,Burlington,8016,13,,464.58,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,SolareAmerica,PSE&G,Accepted,28/01/2019,6/2/2019,30/04/2022
NJSTRE1547166589,,Transition Incentive Program,Brachfeld,Paragon Solar LLC,3 Paragon Rd,Freehold,7728,17,,465.47,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Arosa Solar Energy Systems Inc,JCP&L,Accepted,18/06/2021,22/06/2021,22/12/2022
NJSTRE1546316720,,Transition Incentive Program,Justice,Cinemark USA,2821 RTE 35N,Hazlet,7730,17,,466.56,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Solarmite Solutions, LLC",JCP&L,Accepted,4/12/2020,10/12/2020,10/6/2022
NJSTRE1546927382,,Transition Incentive Program,DArcy,"The Home Depot USA, Inc.",421 Absecon Blvd.,Absecon,8201,19,,466.65,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Distributed Solar Operations, LLC",AC Electric,Accepted,30/04/2021,3/5/2021,3/11/2022
NJSTRE1546674445,,Transition Incentive Program,Blew,North Hunderton Board of Education,,Annandale,8801,4,,469.8,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Advanced Solar Products, Inc.",JCP&L,Accepted,22/02/2021,24/02/2021,24/08/2022
NJSTRE1547031957,,Transition Incentive Program,Kornitas,"Rutgers, The State University of New Jersey",,Piscataway,8854,11,,470,Public University,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Rutgers, The State University of New Jersey",PSE&G,Accepted,7/6/2021,25/06/2021,25/12/2022
NJSTRE1546912903,,Transition Incentive Program,Perlman,Prologis,15-31 Papetti Plaza,Elizabeth,7206,10,,470.25,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,EnterSolar,PSE&G,Accepted,23/04/2021,27/04/2021,27/10/2022
NJSTRE1546909404,,Transition Incentive Program,Placa,"Davion, Inc.",2 Progress Road,North Brunswick,8902,11,,472,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Vanguard Energy Partners, LLC",PSE&G,Accepted,22/04/2021,29/04/2021,29/10/2022
NJSTRE1546935987,,Transition Incentive Program,DArcy,"The Home Depot USA, Inc.",1555 St. Georges Ave. Rt. 35,Colonia,7067,10,,474.3,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Distributed Solar Operations, LLC",AC Electric,Accepted,30/04/2021,5/5/2021,5/11/2022
NJSTRE1546549415,,Transition Incentive Program,Zabarkus,Solar 150 Allen LLC,150 Allen Rd,Liberty Corner,7938,5,,475.2,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Green Power Developers LLC,JCP&L,Accepted,26/01/2021,27/01/2021,27/07/2022
NJSTRE1547114366,,Transition Incentive Program,Markowitz,Holmdel Garden Group LLC,"622 Laurel Ave,",Hazlet,7730,17,,475.59,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Arosa Solar Energy Systems Inc,JCP&L,Accepted,7/6/2021,9/6/2021,9/12/2022
NJSTRE1546561872,,Transition Incentive Program,Richardson,Jackson Township Board of Education- Crawford Rodruguez Elementary,,Jackson Township,8527,18,,476.24,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Advanced Solar Products, Inc.",JCP&L,Accepted,29/01/2021,10/2/2021,10/8/2022
NJSTRE1547178318,,Transition Incentive Program,Youngclaus,Eatontown Board of Education-Woodmere Elementary School,,Eatontown,7724,17,,478.02,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"HESP Construction, LLC",JCP&L,Accepted,22/06/2021,25/06/2021,25/12/2022
NJSTRE1546664943,,Transition Incentive Program,Blew,North Hunterdon Board of Education,,Annandale,8801,4,,483.3,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Advanced Solar Products, Inc.",JCP&L,Accepted,17/02/2021,22/02/2021,22/08/2022
NJSTRE1545515517,,Transition Incentive Program,Slunt,Montville Township Public Schools,,Montville,7045,3,,486,School Public K-12,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Solar Landscape,JCP&L,Accepted,24/09/2020,25/09/2020,30/04/2022
NJSTRE1545063823,NJSRRE1541513791,Transition Incentive Program,Chen,"Golden Organic Farms, LLC",,Flemington,8822,4,,486.2,Farm,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Aston Solar,JCP&L,Accepted,3/7/2019,8/7/2019,30/04/2022
NJSTRE1547085011,,Transition Incentive Program,Barot,395 Rochelle Park LLC,395 West Passaic Street,Rochelle Park,7662,7,,486.4,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,solar cents llc,PSE&G,Accepted,30/05/2021,2/6/2021,2/12/2022
NJSTRE1545064001,NJSRRE1544775244,Transition Incentive Program,Russo,West Windsor-Plainsboro Regional School District,,Plainsboro Township,8536,11,,487.03,School Public K-12,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Pfister Energy, Inc.",PSE&G,Accepted,3/4/2020,9/4/2020,30/04/2022
NJSTRE1545063952,NJSRRE1544775269,Transition Incentive Program,Russo,West Windsor-Plainsboro Regional School District,,Princeton Junction,8550,12,,487.41,School Public K-12,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Pfister Energy, Inc.",PSE&G,Accepted,3/4/2020,9/4/2020,30/04/2022
NJSTRE1545090239,NJSRRE1543506334,Transition Incentive Program,Cantwell,"HIA Management, LLC",150 Hollydell Drive,Sewell,8080,15,,492.8,Commercial,Behind the meter,No,Net-metered non-residential rooftop and canopy,,None,"M&Z Solar, LLC",AC Electric,Accepted,10/12/2019,13/12/2019,30/04/2022
NJSTRE1545385116,NJSRRE1544018422,Transition Incentive Program,Bakai,PCS Wireless LLC,11 Vreeland Rd,Florham Park,7932,3,,494.32,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Greenwich Energy Solutions,JCP&L,Accepted,6/1/2020,17/01/2020,30/04/2022
NJSTRE1546215373,,Transition Incentive Program,Chen,"Golden Organic Farms, LLC",10 Pavilica Rd,Stockton,8559,4,,495.5,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Aston Solar,JCP&L,Accepted,28/11/2020,1/12/2020,1/6/2022
NJSTRE1545155141,,Transition Incentive Program,Scott,George Washington Carver Elementary School,,Newark,7112,9,,495.88,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Eznergy,PSE&G,Accepted,15/06/2020,18/06/2020,30/04/2022
NJSTRE1546977776,,Transition Incentive Program,Shternboch,Complete Care  at  Bey Lea,1351 Old Freehold Rd,Toms River,8753,18,,496.62,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Arosa Solar Energy Systems Inc,JCP&L,Accepted,10/5/2021,12/5/2021,12/11/2022
NJSTRE1546977898,,Transition Incentive Program,Shternboch,Complete Care  At  Whiting,3000 Hilltop Road,Whiting,8755,18,,496.62,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Arosa Solar Energy Systems Inc,JCP&L,Accepted,10/5/2021,12/5/2021,12/11/2022
NJSTRE1546277836,,Transition Incentive Program,Jones,Notre Dame High School,601 Lawrenceville Rd,Lawrenceville,8648,12,,496.8,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Geoscape Solar,PSE&G,Accepted,30/11/2020,2/12/2020,2/6/2022
NJSTRE1545502090,,Transition Incentive Program,Hirsch,Iron Mountain,203 Moonachie Rd,Moonachie,7074,7,,496.8,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,GenPro Energy Solutions,PSE&G,Accepted,11/9/2020,17/09/2020,30/04/2022
NJSTRE1547032061,,Transition Incentive Program,Kornitas,"Rutgers, The State University of New Jersey",,New Brunswick,8901,11,,499.2,Public University,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Rutgers, The State University of New Jersey",PSE&G,Accepted,7/6/2021,25/06/2021,25/12/2022
NJSTRE1545394956,,Transition Incentive Program,Gadeh,Somerset Properties Realty,415 Weston Canal Road,Somerset,8873,5,,499.73,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Spectacular Solar,PSE&G,Accepted,18/08/2020,18/08/2020,30/04/2022
NJSTRE1547087201,,Transition Incentive Program,Royer,Allied Envelope Corporation,33 Commerce Rd,Carlstadt,7072,7,,499.77,Commercial,Behind the Meter,No,Net-metered residential rooftop and canopy,,None,Spectacular Solar,PSE&G,Accepted,8/6/2021,17/06/2021,17/12/2022
NJSTRE1547031940,,Transition Incentive Program,Kornitas,"Rutgers, The State University of New Jersey",,Piscataway,8854,11,,500,Public University,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Rutgers, The State University of New Jersey",PSE&G,Accepted,7/6/2021,25/06/2021,25/12/2022
NJSTRE1546502473,,Transition Incentive Program,Concio,Jersey Tempered Glass c/o Beverly L Joos.,2035 Briggs Rd,Mount Laurel Twp,8054,13,,500.18,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"National Energy Partners, LLC",PSE&G,Accepted,15/01/2021,18/01/2021,18/07/2022
NJSTRE1546587849,,Transition Incentive Program,Thurston,Lineage Logistics,284 Sunnymeade Road,Hillsborough,8844,5,,502.43,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"EnterSolar, LLC",PSE&G,Accepted,1/2/2021,3/2/2021,3/8/2022
NJSTRE1547010191,,Transition Incentive Program,Alexander,Arlington Machine and Tool,90 New Dutch Ln,Fairfield,7004,9,,502.78,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"AEPS Electric, LLC",PSE&G,Accepted,19/05/2021,21/05/2021,21/11/2022
NJSTRE1545017693,NJSRRE1544201447,Transition Incentive Program,Einhorn,"LW SOLAR NJ, LLC",1955 SWARTHMORE AVE,Lakewood,8701,18,,504.81,Commercial,Community Solar,Yes,Community Solar,,None,Grid Builders LLC (soley owned by NextGrid),JCP&L,Accepted,21/01/2020,9/6/2020,30/04/2022
NJSTRE1546936049,,Transition Incentive Program,DArcy,"The Home Depot USA, Inc.",739 Route 33 West,East Windsor,8520,12,,504.9,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Distributed Solar Operations, LLC",AC Electric,Accepted,30/04/2021,5/5/2021,5/11/2022
NJSTRE1545017743,NJSRRE1544201268,Transition Incentive Program,Weingarten,Brick Church Developer LLC,15-33 Halstead Street,East Orange,7108,9,,505.4,Commercial,Community Solar,Yes,Community Solar,,None,Pfister Energy Inc.,PSE&G,Accepted,21/01/2020,9/6/2020,30/04/2022
NJSTRE1545063772,NJSRRE1541064325,Transition Incentive Program,Borer,Trustees of Princeton University,,Princeton,8544,12,,506.76,Private University,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"EDF Renewables Distributed Solutions, Inc.",PSE&G,Accepted,31/05/2019,18/06/2019,30/04/2022
NJSTRE1547001018,,Transition Incentive Program,Goldman,Fairfield Gourmet Foods,28 Industrial Rd,Fairfield,7004,9,,508.3,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"AEPS Electric, LLC",PSE&G,Accepted,17/05/2021,18/05/2021,18/11/2022
NJSTRE1547177962,,Transition Incentive Program,Youngclaus,Eatontown Board of Education,,Eatontown,7724,17,,509.64,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"HESP Construction, LLC",JCP&L,Accepted,22/06/2021,24/06/2021,24/12/2022
NJSTRE1547032635,,Transition Incentive Program,Kornitas,"Rutgers, The State University of New Jersey",,Piscataway,8854,11,,510,Public University,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Rutgers, The State University of New Jersey",PSE&G,Accepted,7/6/2021,25/06/2021,25/12/2022
NJSTRE1546774725,,Transition Incentive Program,Farkas,"Mehadrin Dairy, Corp.",100 Trumbull Street,Elizabeth,7206,10,,510.4,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Evergreen Energy,PSE&G,Accepted,22/03/2021,24/03/2021,24/09/2022
NJSTRE1547142434,,Transition Incentive Program,DArcy,"The Home Depot USA, Inc.",197 Route 72 W,Stafford Township,8050,18,,512.55,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Distributed Solar Operations, LLC",AC Electric,Accepted,14/06/2021,16/06/2021,16/12/2022
NJSTRE1546968078,,Transition Incentive Program,Shternboch,Complete care at Holiday City,"4 Plaza Drive,",Toms River,8757,18,,516.15,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Arosa Solar Energy Systems Inc,JCP&L,Accepted,10/5/2021,10/5/2021,10/11/2022
NJSTRE1547167616,,Transition Incentive Program,Sheth,,265 Davidson Avenue,Somerset,8873,5,,516.36,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Ampericon,PSE&G,Accepted,18/06/2021,22/06/2021,22/12/2022
NJSTRE1547123483,,Transition Incentive Program,Rousell,Raymour and Flanigan,85 Culver Road,Monmouth Junction,8852,11,,516.6,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Greenskies Clean Energy LLC,PSE&G,Accepted,9/6/2021,10/6/2021,10/12/2022
NJSTRE1547167541,,Transition Incentive Program,Sandberg,Gateway Park LLC,200 E Par Dr,Mount Laurel,8054,13,,516.8,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Solar Cents LLC,JCP&L,Accepted,18/06/2021,22/06/2021,22/12/2022
NJSTRE1545088024,,Transition Incentive Program,Scott,Technology High School,,Newark,7104,9,,518.21,School Public K-12,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Eznergy,PSE&G,Accepted,10/6/2020 15:13,15/06/2020,30/04/2022
NJSTRE1546984051,,Transition Incentive Program,Klagsbald,Pennsauken Holding LLC,7101 Westfield Ave,Pennsauken,8110,14,,520.14,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Azimuth Renewable Energy,PSE&G,Accepted,12/5/2021,14/05/2021,14/11/2022
NJSTRE1547071462,,Transition Incentive Program,Klagsbald,Pennsauken Holdings llc,7101 Westfield Ave,Pennsauken TWp,08110-4001,,,520.14,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Azimuth Renewable Energy,PSE&G,Accepted,25/05/2021,27/05/2021,27/11/2022
NJSTRE1547079265,,Transition Incentive Program,Kearny,Estern Propak LLC,800 Ellis Street,GLASSBORO,8028,15,,526.44,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Orbit Energy & Power, LLC",AC Electric,Accepted,27/05/2021,1/6/2021,1/12/2022
NJSTRE1547176616,,Transition Incentive Program,Anninos,"Iron Mountain Information Management, LLC",811 Route 33,Freehold,7728,17,,530.64,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Summit Solar Company, LLC",JCP&L,Accepted,24/06/2021,24/06/2021,24/12/2022
NJSTRE1545915675,,Transition Incentive Program,Cox,Colgate Palmolive - Burlington,400 Elbow Lane,Burlington,8016,13,,531.36,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Pfister Energy, Inc.",PSE&G,Accepted,19/11/2020,19/11/2020,19/05/2022
NJSTRE1545151607,,Transition Incentive Program,Forestieri,Clayton Sand Company,1355 Campus Parkway,Wall,7719,17,,531.36,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,RETTEW Field Services,JCP&L,Accepted,15/06/2020,7/7/2020,30/04/2022
NJSTRE1546935785,,Transition Incentive Program,Shelley,The William Paterson University of New Jersey,,Wayne,7474,6,,533.2,Public University,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Trane U.S. Inc.,PSE&G,Accepted,30/04/2021,24/05/2021,24/11/2022
NJSTRE1545063776,NJSRRE1541064363,Transition Incentive Program,Borer,Trustees of Princeton University,,Princeton,8544,12,,537.1,Private University,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"EDF Renewables Distributed Solutions, Inc.",PSE&G,Accepted,31/05/2019,18/06/2019,30/04/2022
NJSTRE1547015728,,Transition Incentive Program,Kornitas,"Rutgers, The State University of New Jersey",,Piscataway,8854,11,,540,Public University,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Rutgers, The State University of New Jersey",PSE&G,Accepted,7/6/2021,25/06/2021,25/12/2022
NJSTRE1546534528,,Transition Incentive Program,Waidelich Jr,Albertsons Inc,251 N Broadway,Pennsville,8070,16,,546.04,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Tesla Energy Operations, Inc.",AC Electric,Accepted,22/01/2021,26/01/2021,26/07/2022
NJSTRE1546974139,,Transition Incentive Program,Katz,Windsor Drive Solar LLC,104 Windsor Center Drive,Hightstown,8520,12,,547.2,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Green Power Developers LLC,JCP&L,Accepted,7/5/2021,10/5/2021,10/11/2022
NJSTRE1545063840,NJSRRE1542173796,Transition Incentive Program,Batchelder,Comcast Cable Communications Management LLC,279 Amwell Rd,Hillsborough,8844,5,,548.1,Commercial,Behind the Meter,No,Net-metered non-residential ground mount,,None,"SunPower Corporation, Systems",PSE&G,Accepted,4/9/2019,6/9/2019,30/04/2022
NJSTRE1546984112,,Transition Incentive Program,Brachfeld,9 Entin LLC,9 Entin Rd,Parsippany,7054,3,,553.58,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,Arosa Solar Energy Systems Inc,JCP&L,Accepted,12/5/2021,14/05/2021,14/11/2022
NJSTRE1547141525,,Transition Incentive Program,Curau,The Center School,,Somerset,8873,5,,556.92,School Other,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Kopp Electric,PSE&G,Accepted,14/06/2021,16/06/2021,16/12/2022
NJSTRE1546932436,,Transition Incentive Program,Shelley,The William Paterson University of New Jersey,,Wayne,7470,6,,557.28,Public University,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Trane U.S. Inc.,PSE&G,Accepted,29/04/2021,24/05/2021,24/11/2022
NJSTRE1545908435,,Transition Incentive Program,Perlman,"Prologis, Inc.",100 Castle Road,Secaucus,7094,8,,558.53,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"EnterSolar, LLC",PSE&G,Accepted,4/11/2020,5/11/2020,5/5/2022
NJSTRE1546949953,,Transition Incentive Program,Posillico,P.C. RICHARD & SON,2 Germak Drive Building 1,Carteret,7008,11,,560.25,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Pfister Energy, Inc.",PSE&G,Accepted,5/5/2021,6/5/2021,6/11/2022
NJSTRE1546997912,,Transition Incentive Program,DArcy,"The Home Depot USA, Inc",1990 U.S. 9,Howell,7731,17,,561.69,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Distributed Solar Operations, LLC",JCP&L,Accepted,14/05/2021,19/05/2021,19/11/2022
NJSTRE1547145769,,Transition Incentive Program,Kolovos,The Mansion,3000 Mansion,Voorhees,8043,14,,564.71,Commercial,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,SolareAmerica,PSE&G,Accepted,15/06/2021,17/06/2021,17/12/2022
NJSTRE1546936668,,Transition Incentive Program,DArcy,"The Home Depot USA, Inc.",1090 Route 9 South,Old Bridge,8857,11,,566.1,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Distributed Solar Operations, LLC",JCP&L,Accepted,30/04/2021,5/5/2021,5/11/2022
NJSTRE1546936712,,Transition Incentive Program,DArcy,"The Home Depot USA, Inc",1515 US-22,Watchung,7069,5,,566.1,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"Distributed Solar Operations, LLC",PSE&G,Accepted,30/04/2021,5/5/2021,5/11/2022
NJSTRE1545945597,,Transition Incentive Program,Perlman,"Prologis, Inc.",1009 W Middlesex Ave,Woodbridge,7064,11,,567.88,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"EnterSolar, LLC",PSE&G,Accepted,5/11/2020,9/11/2020,9/5/2022
NJSTRE1545780497,,Transition Incentive Program,Perlman,"Prologis, Inc.","58 Station Road, Building 2",Cranbury,8512,11,,574.04,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"EnterSolar, LLC",PSE&G,Accepted,22/10/2020,26/10/2020,30/04/2022
NJSTRE1547015801,,Transition Incentive Program,Kornitas,"Rutgers, The State University of New Jersey",,Piscataway,8854,11,,580,Public University,Behind the Meter,No,Net-metered non-residential rooftop and canopy,,None,"Rutgers, The State University of New Jersey",PSE&G,Accepted,7/6/2021,25/06/2021,25/12/2022
NJSTRE1545780454,,Transition Incentive Program,Perlman,"Prologis, Inc.",425 Rising Sun  Road,Bordentown,8505,13,,596.06,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,"EnterSolar, LLC",PSE&G,Accepted,22/10/2020,26/10/2020,30/04/2022
NJSTRE1547173616,,Transition Incentive Program,Ramirez,Field of Dreams,"Blk 66, Lt 18.01",Manalapan,7726,17,,599.42,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,Centurion Solar Energy LLC,JCP&L,Accepted,21/06/2021,24/06/2021,24/12/2022
NJSTRE1547204222,,Transition Incentive Program,Perlman,"Prologis, Inc.",200 Docks Corner Rd,South Brunswick,8810,11,,599.61,Commercial,Behind the Meter,Yes,Net-metered non-residential rooftop and canopy,,None,EnterSolar,PSE&G,Accepted,28/06/2021,30/06/2021,30/06/2022
